link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF,AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,MD_Volume,MD_speed_BPR,MD_speed_QVDF,MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,PM_Volume,PM_speed_BPR,PM_speed_QVDF,PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
201268BA,,-1,,,202623,202620,"LINESTRING (-112.434556 33.651677, -112.426829 33.651637)",,3,3,0,0.445370,39.000000,700.000000,45.000000,33.150002,0.000000,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,33.150002, 0.000000,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,33.150002, 0.000000,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,33.150002, 39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.900,38.681,38.276,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,-nan(ind),39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,-nan(ind),39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.945,38.890,38.836,38.781,38.726,38.671,38.617,32.734,38.669,38.780,38.890,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.987,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201269AB,,-1,,,202620,202622,"LINESTRING (-112.428423 33.653190, -112.428304 33.649378)",,3,3,0,0.263320,39.000000,700.000000,45.000000,33.150002,7.207451,38.999796, 38.998422,7.749962,7.750038, 0.000076,2.559128,0.003656,33.150002, 7.207451,38.999796, 38.998422,7.749962,7.750038, 0.000076,2.559128,0.003656,33.150002, 7.207451,38.999796, 38.998422,7.749962,7.750038, 0.000076,2.559128,0.003656,33.150002, 39.000,38.511,38.999,38.999,38.998,38.997,38.509,38.998,38.999,38.966,38.893,38.433,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,33.149,38.999,38.999,38.999,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.997,38.997,38.997,38.997,38.996,33.146,38.996,38.997,38.997,38.998,38.998,38.998,38.999,38.999,39.000,39.000,38.982,38.963,38.945,38.927,38.908,38.890,38.872,33.010,38.890,38.926,38.963,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.996,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201269BA,,-1,,,202622,202620,"LINESTRING (-112.425100 33.649478, -112.425219 33.653290)",,3,3,0,0.263320,39.000000,700.000000,45.000000,33.150002,7.378570,38.999787, 38.998358,7.749960,7.750040, 0.000079,2.619887,0.003743,33.150002, 7.378570,38.999787, 38.998358,7.749960,7.750040, 0.000079,2.619887,0.003743,33.150002, 7.378570,38.999787, 38.998358,7.749960,7.750040, 0.000079,2.619887,0.003743,33.150002, 39.000,38.511,38.999,38.999,38.998,38.997,38.509,38.997,38.999,38.923,38.756,38.332,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,33.148,38.999,38.999,38.999,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.997,38.997,38.997,38.996,38.996,33.146,38.996,38.997,38.997,38.998,38.998,38.998,38.999,38.999,39.000,39.000,38.958,38.916,38.875,38.833,38.791,38.749,38.708,32.832,38.748,38.832,38.916,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.990,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201270AB,,-1,,,202732,202619,"LINESTRING (-112.406023 33.655049, -112.408478 33.646407)",,3,3,0,0.614130,39.000000,700.000000,45.000000,33.150002,7.839658,38.999927, 38.999438,7.749986,7.750014, 0.000027,1.391802,0.001988,33.150002, 7.839658,38.999927, 38.999438,7.749986,7.750014, 0.000027,1.391802,0.001988,33.150002, 7.839658,38.999927, 38.999438,7.749986,7.750014, 0.000027,1.391802,0.001988,33.150002, 39.000,38.512,39.000,39.000,38.999,38.999,38.511,38.999,39.000,38.945,38.826,38.383,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.149,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,38.999,38.999,38.999,33.149,38.999,38.999,38.999,38.999,38.999,38.999,39.000,39.000,39.000,39.000,38.970,38.940,38.910,38.880,38.850,38.821,38.791,32.922,38.820,38.880,38.940,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.993,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201270BA,,-1,,,202619,202732,"LINESTRING (-112.405394 33.645531, -112.402939 33.654173)",,3,3,0,0.614130,39.000000,700.000000,45.000000,33.150002,8.127665,38.999923, 38.999402,7.749986,7.750014, 0.000029,1.442933,0.002061,33.150002, 8.127665,38.999923, 38.999402,7.749986,7.750014, 0.000029,1.442933,0.002061,33.150002, 8.127665,38.999923, 38.999402,7.749986,7.750014, 0.000029,1.442933,0.002061,33.150002, 39.000,38.512,39.000,39.000,38.999,38.999,38.511,38.999,39.000,38.932,38.784,38.353,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,33.149,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,38.999,38.999,38.999,33.149,38.999,38.999,38.999,38.999,38.999,38.999,39.000,39.000,39.000,39.000,38.963,38.926,38.889,38.852,38.815,38.778,38.741,32.868,38.777,38.852,38.926,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.992,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201271AB,,-1,,,202618,202617,"LINESTRING (-112.426763 33.640475, -112.433958 33.640387)",,2,3,0,0.414810,39.000000,900.000000,45.000000,33.150002,21.490608,38.999868, 38.998958,7.749974,7.750026, 0.000051,2.582168,0.002869,33.150002, 21.490608,38.999868, 38.998958,7.749974,7.750026, 0.000051,2.582168,0.002869,33.150002, 21.490608,38.999868, 38.998958,7.749974,7.750026, 0.000051,2.582168,0.002869,33.150002, 39.000,38.512,39.000,39.000,38.999,38.998,38.510,38.998,38.999,38.446,37.236,37.173,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,33.149,38.999,38.999,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,38.997,33.147,38.997,38.997,38.998,38.998,38.998,38.999,38.999,38.999,39.000,39.000,38.698,38.395,38.093,37.790,37.488,37.185,36.883,30.942,37.109,37.739,38.370,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.933,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201271BA,,-1,,,202617,202618,"LINESTRING (-112.433918 33.637181, -112.426723 33.637269)",,2,3,0,0.414810,39.000000,900.000000,45.000000,33.150002,20.934670,38.999874, 38.999003,7.749976,7.750024, 0.000049,2.515370,0.002795,33.150002, 20.934670,38.999874, 38.999003,7.749976,7.750024, 0.000049,2.515370,0.002795,33.150002, 20.934670,38.999874, 38.999003,7.749976,7.750024, 0.000049,2.515370,0.002795,33.150002, 39.000,38.512,39.000,39.000,38.999,38.998,38.510,38.998,38.999,38.592,37.701,37.534,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,33.149,38.999,38.999,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,38.997,33.147,38.997,38.998,38.998,38.998,38.998,38.999,38.999,38.999,39.000,39.000,38.777,38.554,38.332,38.109,37.886,37.663,37.441,31.503,37.623,38.082,38.541,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.950,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201273AB,,-1,,,202616,202615,"LINESTRING (-112.437152 33.653030, -112.435910 33.645035)",,3,3,0,0.566800,40.000000,700.000000,45.000000,34.000000,0.000000,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,34.000000, 0.000000,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,34.000000, 0.000000,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,34.000000, 40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.917,39.736,39.304,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,-nan(ind),40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,-nan(ind),40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.955,39.909,39.864,39.819,39.774,39.728,39.683,33.655,39.727,39.818,39.909,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.990,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201273BA,,-1,,,202615,202616,"LINESTRING (-112.432742 33.645527, -112.433984 33.653522)",,3,3,0,0.566800,40.000000,700.000000,45.000000,34.000000,0.000000,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,34.000000, 0.000000,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,34.000000, 0.000000,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,34.000000, 40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.897,39.672,39.257,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,-nan(ind),40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,-nan(ind),40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.944,39.888,39.832,39.775,39.719,39.663,39.607,33.573,39.661,39.774,39.887,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.987,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201274AB,,-1,,,202614,202613,"LINESTRING (-112.424380 33.658235, -112.427164 33.662001)",,4,3,0,0.314820,40.000000,500.000000,45.000000,34.000000,7.378570,39.999881, 39.999080,7.749978,7.750022, 0.000043,1.309943,0.002620,34.000000, 7.378570,39.999881, 39.999080,7.749978,7.750022, 0.000043,1.309943,0.002620,34.000000, 7.378570,39.999881, 39.999080,7.749978,7.750022, 0.000043,1.309943,0.002620,34.000000, 40.000,39.499,40.000,40.000,39.999,39.998,39.498,39.999,39.999,39.932,39.785,39.341,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,33.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,33.998,39.998,39.998,39.998,39.999,39.999,39.999,39.999,40.000,40.000,40.000,39.963,39.926,39.889,39.852,39.815,39.779,39.742,33.719,39.778,39.852,39.926,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.992,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201274BA,,-1,,,202613,202614,"LINESTRING (-112.429742 33.660095, -112.426958 33.656329)",,4,3,0,0.314820,40.000000,500.000000,45.000000,34.000000,7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 40.000,39.499,40.000,40.000,39.999,39.998,39.498,39.999,40.000,39.958,39.866,39.401,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,33.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,33.998,39.998,39.998,39.998,39.999,39.999,39.999,39.999,40.000,40.000,40.000,39.977,39.954,39.931,39.908,39.885,39.862,39.839,33.825,39.862,39.908,39.954,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.995,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201275AB,AZ-303-LOOP-NORTHBOUND,2,115P05691,,202612,202611,"LINESTRING (-112.418240 33.640639, -112.407114 33.677112)",,1,3,0,2.657780,68.000000,1935.000000,45.000000,57.799999,604.902412,67.981980, 67.864585,7.748196,7.751804, 0.003609,70.078751,0.036216,57.799999, 604.902412,67.981980, 67.864585,7.748196,7.751804, 0.003609,70.078751,0.036216,57.799999, 604.902412,67.981980, 67.864585,7.748196,7.751804, 0.003609,70.078751,0.036216,57.799999, 67.965,67.042,67.941,67.972,67.910,67.848,66.953,67.867,67.953,67.774,67.280,66.619,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,68.000,67.981,67.961,67.942,67.923,67.903,67.884,57.675,67.892,67.919,67.946,67.973,68.000,67.985,67.969,67.954,67.938,67.923,67.907,67.892,67.877,67.861,67.846,67.830,67.815,67.799,57.601,67.806,67.827,67.849,67.870,67.892,67.914,67.935,67.957,67.978,68.000,67.877,67.753,67.630,67.506,67.383,67.259,67.136,56.896,67.254,67.503,67.751,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.984,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201276AB,,-1,,,202610,202609,"LINESTRING (-112.426238 33.663720, -112.424032 33.665198)",,4,3,0,0.164080,40.000000,500.000000,45.000000,34.000000,7.378570,39.999881, 39.999080,7.749978,7.750022, 0.000043,1.309943,0.002620,34.000000, 7.378570,39.999881, 39.999080,7.749978,7.750022, 0.000043,1.309943,0.002620,34.000000, 7.378570,39.999881, 39.999080,7.749978,7.750022, 0.000043,1.309943,0.002620,34.000000, 40.000,39.499,40.000,40.000,39.999,39.998,39.498,39.999,39.999,39.932,39.785,39.341,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,33.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,33.998,39.998,39.998,39.998,39.999,39.999,39.999,39.999,40.000,40.000,40.000,39.963,39.926,39.889,39.852,39.815,39.779,39.742,33.719,39.778,39.852,39.926,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.992,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201276BA,,-1,,,202609,202610,"LINESTRING (-112.425816 33.667862, -112.428022 33.666384)",,4,3,0,0.164080,40.000000,500.000000,45.000000,34.000000,7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 7.207451,39.999885, 39.999116,7.749979,7.750021, 0.000042,1.279564,0.002559,34.000000, 40.000,39.499,40.000,40.000,39.999,39.998,39.498,39.999,40.000,39.958,39.866,39.401,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,33.999,39.999,39.999,40.000,40.000,40.000,40.000,40.000,40.000,39.999,39.999,39.999,39.999,39.999,39.999,39.998,39.998,39.998,39.998,33.998,39.998,39.998,39.998,39.999,39.999,39.999,39.999,40.000,40.000,40.000,39.977,39.954,39.931,39.908,39.885,39.862,39.839,33.825,39.862,39.908,39.954,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.995,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201277AB,AZ-303-LOOP-SOUTHBOUND,7,115-05689,,202608,202607,"LINESTRING (-112.407417 33.677491, -112.418467 33.640626)",,1,3,0,2.699750,68.000000,1935.000000,45.000000,57.799999,591.629440,67.982645, 67.872149,7.748297,7.751703, 0.003407,67.737824,0.035007,57.799999, 591.629440,67.982645, 67.872149,7.748297,7.751703, 0.003407,67.737824,0.035007,57.799999, 591.629440,67.982645, 67.872149,7.748297,7.751703, 0.003407,67.737824,0.035007,57.799999, 67.966,67.048,67.945,67.977,67.928,67.879,66.993,67.894,67.963,67.539,66.533,66.063,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,68.000,67.982,67.963,67.945,67.927,67.909,67.890,57.682,67.898,67.923,67.949,67.974,68.000,67.988,67.975,67.963,67.951,67.938,67.926,67.914,67.901,67.889,67.877,67.864,67.852,67.840,57.641,67.845,67.862,67.879,67.896,67.914,67.931,67.948,67.965,67.983,68.000,67.748,67.497,67.245,66.994,66.742,66.491,66.239,55.974,66.470,66.980,67.490,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.968,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201278AB,,-1,,,628,202617,"LINESTRING (-112.433174 33.631289, -112.432345 33.638604)",,9,3,0,0.506410,20.000000,99999.000000,45.000000,17.000000,1.099485,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.043377,0.000000,17.000000, 1.099485,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.043377,0.000000,17.000000, 1.099485,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.043377,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
